,instance,RESPONSE
1571,toothbrush/toothbrush_5,this is a toothbrush used for brushing teeth
1572,pliers/pliers_5,a pair of pliers with black handles
1573,medicine_bottle/medicine_bottle_5,a 12 oz bottle of Nyquil cold and flu
1574,hand_towel/hand_towel_1,it is a yellow hand towel
1575,band_aid/band_aid_2,a blue box of Care One flexible fabric bandages
1576,stapler/stapler_3,this is a stapler in his purple and is used to staple papers together
1577,spoon/spoon_4,spoony script on the table
1578,syringe/syringe_2,it's a syringe
1579,spoon/spoon_2,object the large spoon that has holes and the spoon part I'm not sure what the name is but it's silver and it's large and there's a couple holes
1580,soda_bottle/soda_bottle_1,it's so cold drink
1581,lime/lime_3,it's a lime
1582,sponge/sponge_1,a sponge it's got a scrubby pad the sponge is off white and the scrubby pad honestly looks a little reddish rest black
1583,lime/lime_1,a green lime sits on the turntable it's got a sticker on it and it is a blue sticker
1584,lime/lime_3,a lime
1585,pliers/pliers_1,pink handled needle nose pliers
1586,toothpaste/toothpaste_5,it's it toothpaste
1587,apple/apple_1,a green apple
1588,band_aid/band_aid_1,object is a box of Band-Aids
1589,coffee_mug/coffee_mug_3,a white mug
1590,scissors/scissors_1,it is a pair of scissors
1591,food_jar/food_jar_5,this is annealed glass butter
1592,eye_glasses/eye_glasses_3,a pair of glasses with a black frame
1593,notebook/notebook_2,black notebook with a black strap keeping it closed
1594,stapler/stapler_3,there is a small blue translucent office stapler
1595,lightbulb/lightbulb_4,a light bulb
1596,bell_pepper/bell_pepper_2,object has a red bell pepper
1597,notebook/notebook_2,that is a notebook or a journal people usually write their thoughts down in their journals
1598,soda_bottle/soda_bottle_5,object is a 16 or 20 oz bottle of Diet Coke
1599,lime/lime_1,that is a green lime people usually put those in their beer
1600,toothpaste/toothpaste_3,a tube of Crest toothpaste
1601,scissors/scissors_1,a pair of scissors with black handles
1602,fork/fork_3,a metal Fork
1603,flashlight/flashlight_1,a silver flashlight
1604,stapler/stapler_4,it is a star player uses for connecting
1605,allen_wrench/allen_wrench_1,I read your picture
1606,cap/cap_2,I'm looking at a white ball cap from the behind
1607,screwdriver/screwdriver_5,mini black screwdriver
1608,soda_bottle/soda_bottle_1,that is a bottle of dr. pepper
1609,toothbrush/toothbrush_1,this is a toothbrush on the table
1610,pliers/pliers_2,a blue handle pair of needle-nose pliers
1611,lightbulb/lightbulb_2,a light bulb
1612,scissors/scissors_1,DCC said it uses for COD.
1613,stapler/stapler_1,a pink stapler
1614,stapler/stapler_2,it's a black stapler
1615,coffee_mug/coffee_mug_5,it's a cup
1616,medicine_bottle/medicine_bottle_1,disable deleting devices
1617,lemon/lemon_5,size of lemon
1618,onion/onion_2,a white onion
1619,fork/fork_1,it is a forge
1620,syringe/syringe_3,a needle syringe
1621,food_jar/food_jar_4,it is a jar of Vlasic pickles
1622,water_bottle/water_bottle_5,a full bottle of water it's not a full 16oz bottle it's probably that half of that it hasn't been opened it's got a blue label that's got clear plastic
1623,marker/marker_3,the universal marker with a turquoise cap in bottom
1624,soda_bottle/soda_bottle_3,this is a large bottle of Coca-Cola
1625,lime/lime_5,object is a lime
1626,apple/apple_1,a medium sized the yellow apple
1627,coffee_mug/coffee_mug_3,it's a cup
1628,eye_glasses/eye_glasses_2,a pair of glasses upside down
1629,sponge/sponge_1,there is a gray sponge
1630,coffee_mug/coffee_mug_4,the object is a white and blue ceramic mug with a multicolored flower on it
1631,marker/marker_4,a black marker that is silver and black and its exterior
1632,measuring_tape/measuring_tape_4,a black mini tape measure
1633,lemon/lemon_3,a lemon
1634,lime/lime_1,a green lime
1635,plate/plate_1,a white paper plate with a blue floral design
1636,toothpaste/toothpaste_4,it's the chief of kids toothpaste
1637,pencil/pencil_4,it appears to be an ink pen is black
1638,food_jar/food_jar_1,does a medium size jar of Heinz mustard of unknown type
1639,scissors/scissors_6,it is a scissor data uses for cutting objects
1640,band_aid/band_aid_1,this is a juice box
1641,mouse/mouse_2,it is the same old City versus first computer
1642,pill_cutter/pill_cutter_1,a clear plastic container
1643,potato/potato_5,a sweet potato
1644,food_can/food_can_1,this is a yellow can of peeled tomatoes
1645,spoon/spoon_4,this is a spoon and is used to eat soup
1646,lightbulb/lightbulb_1,it is their lab light bulb
1647,banana/banana_2,a bundle of bananas
1648,fork/fork_1,this is a fork and is used to eat food
1649,shampoo/shampoo_3,side of a men's Suave shampoo bottle
1650,scissors/scissors_4,this is a pair of scissors with a gray and orange plastic handle
1651,lemon/lemon_1,11
1652,screwdriver/screwdriver_4,a black screwdriver
1653,food_jar/food_jar_1,Charleston market
1654,measuring_tape/measuring_tape_3,this is a round pink and black object it has a slide button to hold the tape and place
1655,scissors/scissors_6,it is a blue pair of scissors
1656,toothbrush/toothbrush_3,this is a toothbrush it looks pretty modern it is made out of plastic blue on top or the brushes are blue and the bottom part that handle will you handle it is a green and like a white color
1657,pliers/pliers_3,a blue and red clam
1658,water_bottle/water_bottle_3,this is a water bottle the water bottle is on the table
1659,shampoo/shampoo_5,this is a jar of Argan Oil shampoo it is blue and has a brown lid
1660,potato/potato_5,this is a vegetable which must be dug out of the ground it is oblong and brown
1661,notebook/notebook_2,this is a book you spell writing
1662,hammer/hammer_2,this is a type of tool that is yellow and has a black handle
1663,fork/fork_2,a metal dinner Fork
1664,pliers/pliers_1,a pair of needle-nose pliers that looks like it has a reddish pink candle honestly more towards the pink side and then it's just got like a brushed metal needle no spark
1665,cell_phone/cell_phone_1,black space smartphone
1666,banana/banana_3,it's a straight banana
1667,banana/banana_1,it's a banana
1668,measuring_tape/measuring_tape_3,it is a measuring meter
1669,potato/potato_2,a large potato that just looks like an Idaho Potato or a baking potato
1670,cell_phone/cell_phone_2,an older Nokia like style silver cell phone
1671,toothpaste/toothpaste_3,a tube of Crest toothpaste
1672,eye_glasses/eye_glasses_2,there is a pair of glasses
1673,spoon/spoon_4,there is a spoon
1674,cell_phone/cell_phone_1,this is a mobile phone used for speaking with someone
1675,pencil/pencil_4,this is a pen
1676,measuring_tape/measuring_tape_3,it is a measuring tape on the table
1677,potato/potato_3,this is a type of food that is dug out of the ground it is brown and red
1678,measuring_tape/measuring_tape_2,this is a tape measure and measure 25 ft and is used to measure distances
1679,food_jar/food_jar_1,Heinz home-style gravy it's a clear jar with a red label and obviously it says times and then Homestyle gravy roasted chicken
1680,bell_pepper/bell_pepper_4,orange bell pepper
1681,bell_pepper/bell_pepper_3,a green pepper
1682,spoon/spoon_5,Facebook color is white
1683,soda_bottle/soda_bottle_3,a 2 liter bottle of Coca-Cola
1684,screwdriver/screwdriver_5,a mini black flat-head screwdriver
1685,cap/cap_2,a white baseball cap
1686,toothpaste/toothpaste_4,it is a tube of kids toothpaste
1687,fork/fork_1,there's a metal Fork it appears to be a dinner Fork it's made of all metal no design just a plain metal Fork
1688,toothpaste/toothpaste_2,a Colgate toothpaste box it's got Colgate and white letters on a red background and a blue side over to the right
1689,water_bottle/water_bottle_2,this is the drinking water in your bottle
1690,eye_glasses/eye_glasses_3,this is a pair of reading glasses was used to help see better
1691,soda_bottle/soda_bottle_4,it is a bottle of soda
1692,plate/plate_4,it's green and it's usually ceramic or plastic and it holds food
1693,water_bottle/water_bottle_3,this is sad drinking water in the bottom
1694,allen_wrench/allen_wrench_5,set of black metal Allen wrenches
1695,scissors/scissors_5,a pair of scissors that you would use in a medical setting it's got two Loops where your fingers of go and it's got a small blade
1696,potato/potato_1,it is a potato a vegetable
1697,shampoo/shampoo_3,can you see the shampoo on the table
1698,measuring_tape/measuring_tape_3,a pink and black tape measure
1699,shampoo/shampoo_3,a dark blue squeeze container of men's lotion
1700,measuring_tape/measuring_tape_2,a tape measure sits on the turntable it's got a red marking on the side of it on a sticker and it is 25 ft long
1701,bell_pepper/bell_pepper_5,this is a yellow pepper
1702,lemon/lemon_3,it is a lemon its color yellow
1703,scissors/scissors_3,a pair of scissors with black handles
1704,sponge/sponge_1,a gray and black dishwashing sponge
1705,food_jar/food_jar_5,it's a bottle of pickles
1706,cell_phone/cell_phone_3,the object is a cell phone and appears to be totally black and looks rather large
1707,shampoo/shampoo_3,the back of a blue shampoo bottle
1708,banana/banana_2,these are ripe bananas
1709,banana/banana_5,and banana
1710,book/book_1,it is a book videos of Florida reading in Citra
1711,toothbrush/toothbrush_3,Institute brush
1712,mouse/mouse_2,it is about your mouth Undertaker
1713,scissors/scissors_5,a little pair of scissors
1714,shampoo/shampoo_3,object is medium kind of long and narrow and it's a blue bottle or tub of liquid I'm assuming it looks like a bee a bath product like either the hair product or about wash
1715,spoon/spoon_1,this is a long wooden instrument with a skinny handle and a scoop on one end is often used for cooking
1716,medicine_bottle/medicine_bottle_2,a bottle of over-the-counter topcare ibuprofen it's a large bottle I think it says 500 tablets
1717,allen_wrench/allen_wrench_4,it is a single allen wrench
1718,onion/onion_1,a purple onion
1719,apple/apple_1,this is a yellow apple the yellow apple is on the table
1720,potato/potato_3,a red potato
1721,food_can/food_can_3,this is a can
1722,soda_bottle/soda_bottle_3,this is a large Coca-Cola bottle
1723,coffee_mug/coffee_mug_5,object is a medium sized white mug and it looks like it has gold around the rim
1724,presciption_medicine_bottle/presciption_medicine_bottle_1,object of the prescription pill bottle it is yellow with a white wood and white labeling
1725,hammer/hammer_5,it is a tool that you hold in your hand and its uses used in carpentry Construction are household things like putting up a nail
1726,cell_phone/cell_phone_1,this is a mobile phone used for talking and texting with someone
1727,hand_towel/hand_towel_2,a gray towel
1728,fork/fork_3,a stainless steel Fork it's got a flat handle and it's kind of wide at the end it looks like any normal Fork
1729,scissors/scissors_5,a pair of scissors that would be used in a medical setting it's got to Lupe's where you'd hold it and your fingers of go through them it's got very small blades
1730,soda_bottle/soda_bottle_2,the full Coca-Cola commercial with Ashley
1731,cell_phone/cell_phone_3,this is a smart color block phone used for texting and talking with other person
1732,syringe/syringe_3,a syringe
1733,apple/apple_1,this is an apple it is green and yellow in color
1734,toothpaste/toothpaste_2,this is Colgate toothpaste
1735,onion/onion_3,it is a fruit it can be eaten plying it can be eating place and pies in different type of desserts it is sweet and it comes in the variety and it has a peeling
1736,hammer/hammer_4,some sort of Mallet it's not a hammer I think it's got a rubber end and I think it's got like a metal end and it's got a black handle with it's a rubber black handle
1737,notebook/notebook_1,this is a red notebook that is used to take notes
1738,gauze/gauze_1,it's sick face cream
1739,lightbulb/lightbulb_5,there is a small spot light
1740,banana/banana_5,object is a super ripe single banana
1741,cell_phone/cell_phone_1,object is a smartphone it appears rather large and as either white or silver for the body and the screen is currently black
1742,onion/onion_3,a red onion
1743,shampoo/shampoo_3,it is a blue container of a shower product
1744,fork/fork_4,this is a fork looks to be stainless steel
1745,screwdriver/screwdriver_3,a large screwdriver with a blue handle
1746,apple/apple_5,it is a Apple a fruit
1747,sponge/sponge_2,it is small it is square usually used in the kitchen or bathroom and it is used for wiping up spills or washing dishes
1748,apple/apple_5,it is a apple is a fruit
1749,onion/onion_4,it is a white onion
1750,soda_bottle/soda_bottle_5,Edison
1751,syringe/syringe_4,it is a syringe
1752,picture_frame/picture_frame_1,It's Sammy.
1753,screwdriver/screwdriver_1,it is a screwdriver
